submission__id,submission__name,submission__gcode,submission__print_time(s),simulation__print_time(s),simulation__print_time_with_acceleration(s),Log(print time),Log(sim),Log(sim w/ accel),simulation__layers_printed,simulation__layers_visited,simulation__xy_distance(mm),simulation__extrusion(mm),simulation__avg_speed(mm/s),simulation__avg_print_speed(mm/s),simulation__avg_travel_speed(mm/s),simulation__gcode_lines,simulation__mass(cm3),simulation__avg_layer_height(mm),Log(guess),xh-xbar squared,added error term for interval,Pred log low,Pred log high,Pred PT low (min),Pred PT high (min),PT guess (min),Actual time outside interval?,Pred low - guess,Pred high - guess
41136,Part2-Boss-Extrude29.STL,gcode/2016/08/17/Part2-Boss-Extrude29_fFaHGhW_reoriented.gcode,10345,6376.94,6938.1562,9.2442585902,8.7604436375,8.844791341,311,312,464341.8,4.02,104.62,79.04,122.47,96319,0.03,0.2,9.3603430917,0.5422450717,0.0006551727,9.1216166231,9.5990695602,152.5163892748,245.8508368986,193.639567093,N,-21%,27%
51453,PAE1(PAE1_Z 240-20.stl),gcode/2016/11/18/Z_240-20_reoriented.gcode,11901,6676.27,6941.9473,9.3843777092,8.8063147273,8.8453376049,804,805,547106.7,6.02,132.05,90.26,143.26,44225,0.04,0.3,9.3608682904,0.5430498781,0.0006561451,9.122141706,9.5995948748,152.5964940512,245.9800198737,193.7412930672,N,-21%,27%
43537,mighty_kup (1).stl,gcode/2016/09/20/mighty_kup_1_reoriented_ZGA8FeN.gcode,10930,3730.58,5283.18,9.2992665812,8.2243189965,8.5722834681,259,260,538631.3,6.01,174.55,174.47,174.75,120296,0.04,0.2,9.0983437406,0.2151707785,0.0002599821,8.85966437,9.3370231111,117.3686466891,189.1761419285,149.0078781944,N,-21%,27%
44948,ethanol.STL,gcode/2016/09/28/ethanol_e38Ft6C_reoriented.gcode,9517,3614.89,4827.15,9.1608349521,8.1928167054,8.4820115104,256,257,417797.56,6.05,146.89,137.35,153.09,268186,0.04,0.2,9.0115528743,0.1395717936,0.0001686389,8.7728843911,9.2502213575,107.6128246535,173.447818328,136.6206780113,N,-21%,27%
55912,PP0070-Rev01_Foam-Mount-A.stl,gcode/2016/12/13/PP0070-Rev01_Foam-Mount-A_reoriented.gcode,43805,16508.6,22396.557,10.6875032451,9.7116367362,10.0166625207,1004,1005,1980654.1,6.1,145.3,128.65,174.35,890143,0.04,0.2,10.4870242604,3.6413955296,0.0043997505,10.2478519818,10.726196539,470.3642617924,758.8863098481,597.4554367617,N,-21%,27%
44030,NVlogo-Whistle-positive-X2.stl,gcode/2016/09/20/NVlogo-Whistle-positive-X2_OmfyxCQ_reoriented.gcode,3774,2054.96,2307.0217,8.2358907259,7.628011662,7.7437126643,63,64,142162.95,4.04,101.32,72.74,139.53,48586,0.03,0.28,8.3017245064,0.1330102917,0.0001607109,8.0630569682,8.5403920446,52.9163521778,85.2891699686,67.1802929066,N,-21%,27%
57219,Top_part.stl,gcode/2016/12/21/Top_part_reoriented.gcode,11394,4660.98,6050.6357,9.34084218,8.4469810054,8.7079186199,265,266,534343.4,6.17,153.86,140.59,167.77,188188,0.04,0.18,9.2287484932,0.3594004839,0.000434249,8.9900483527,9.4674486337,133.714080205,215.5308535954,169.7630991833,N,-21%,27%
51325,rider kirby.STL,gcode/2016/11/18/rider_kirby_reoriented.gcode,12714,6301.96,8426.362,9.4504590275,8.7486159751,9.0391204039,346,347,654578.56,4.17,128.14,103.9,147.74,248824,0.03,0.17,9.5471783851,0.8662061739,0.0010466018,9.3084052761,9.7859514941,183.8390623777,296.3694837638,233.4186967929,N,-21%,27%
57024,DEREAILLEUR 2.STL,gcode/2016/12/19/DEREAILLEUR_2_reoriented.gcode,8721,3913.86,5054.334,9.0734891892,8.2722793783,8.528001372,127,128,398536.1,4.06,127.78,111.95,152.35,135434,0.03,0.19,9.0557692625,0.1760498496,0.0002127139,8.8170955259,9.2944429992,112.4772482783,181.2900866405,142.7970941072,N,-21%,27%
34174,NVlogo-Whistle-positive-X2.stl,gcode/2016/06/15/NVlogo-Whistle-positive-X2_reoriented.gcode,4196,2289.39,2420.4167,8.3418869695,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48575,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
44389,brave_trug.stl,gcode/2016/09/23/brave_trug_reoriented.gcode,13723,7575.17,8795.451,9.5268285363,8.9326310724,9.081989935,249,250,673140.75,6.05,131.45,111.35,153.71,57941,0.04,0.29,9.5883947698,0.9478414855,0.0011452384,9.3496099093,9.8271796304,191.5723122652,308.8436210832,243.2403885445,N,-21%,27%
51450,PAE1(PAE1_Z 60-20.stl),gcode/2016/11/18/Z_60-20_reoriented.gcode,4125,2308.24,2393.2896,8.3248212988,7.7442406084,7.7804241002,204,205,174789.1,6.02,128.53,88.9,147.52,16341,0.04,0.29,8.3370202661,0.1075802769,0.0001299849,8.0983563903,8.5756841419,54.8176283871,88.3529492525,69.5938153792,N,-21%,27%
43219,LFS_Elephant.STL,gcode/2016/09/16/LFS_Elephant_reoriented.gcode,32720,9437.17,13195.813,10.3957417907,9.1524114261,9.4876548613,241,242,1225327.5,6.06,161.13,152.68,172.25,730696,0.04,0.2,9.9784163364,1.9022931478,0.0022984636,9.7394941237,10.217338549,282.9158663786,456.2285941258,359.2691302823,Y,-21%,27%
42191,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/31/NVlogo-Whistle-positive-X2_XoYlNQd_reoriented.gcode,4127,2289.39,2420.4167,8.3253060298,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
37866,Baseball Wall Holder.STL,gcode/2016/07/18/Baseball_Wall_Holder_reoriented.gcode,16594,10204.18,12408.853,9.7167964632,9.2305527192,9.4261654485,232,233,759003.06,4.35,99.37,75.74,142.69,133833,0.03,0.29,9.9192980948,1.7364572185,0.0020980908,9.6803997414,10.1581964482,266.6815311256,430.0286721884,338.6453967311,N,-21%,27%
55398,king_george_iii_jillian_m (retry).stl,gcode/2016/12/09/king_george_iii_jillian_m_retry_FltcKq0_reoriented.gcode,11182,7900.2,9615.826,9.3220606216,8.9746433546,9.1711655618,494,496,639675.5,7.14,110.06,81.78,133.53,162933,0.05,0.17,9.6741315822,1.1294314772,0.0013646462,9.4353205835,9.9129425808,208.7163224803,336.4999560949,265.0151568324,Y,-21%,27%
53816,PAE1-2(PAE1-2_X 188.stl),gcode/2016/11/30/PAE1_X_188_UQHjLvk_reoriented_D8zpRDt.gcode,5949,3847.78,4308.168,8.6909784172,8.2552516376,8.3682680347,71,72,242536.55,6.02,101.19,79.73,165.87,20906,0.04,0.28,8.9021956051,0.0675218198,8.15838755955921E-05,8.6635374986,9.1408537115,96.4662239687,155.4787628951,122.4681557133,N,-21%,27%
47701,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/19/NVlogo-Whistle-positive-X2_e801SQa_reoriented_Tr0iOQ9.gcode,4114,2289.39,2420.4167,8.3221510702,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
49846,NVlogo-Whistle-positive-X2.stl,gcode/2016/11/03/NVlogo-Whistle-positive-X2_e801SQa_reoriented_LlO2nCh.gcode,4159,2289.39,2420.4167,8.3330299397,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
47815,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/19/NVlogo-Whistle-positive-X2_e801SQa_reoriented_u50Bygo.gcode,4136,2289.39,2420.4167,8.3274844162,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
47264,PART 3.STL,gcode/2016/10/18/PART_3_reoriented.gcode,1837,1096.4,1111.9344,7.5158890852,6.9997873644,7.0138564803,53,55,61607.59,9.08,114.23,59.21,146.56,9080,0.06,0.19,7.6000132325,1.1980658504,0.0014475744,7.3611923553,7.8388341096,26.2285311396,42.2874159875,33.3037056053,N,-21%,27%
34254,MacawLowerJawSTL.stl,gcode/2016/06/16/MacawLowerJawSTL_reoriented.gcode,9838,4266.37,5335.9844,9.1940077174,8.3585186276,8.5822286641,195,197,390340.1,8.42,123.59,94.79,150.31,325124,0.06,0.19,9.1079054272,0.2244961429,0.0002712496,8.8692247136,9.3465861407,118.4961121759,190.9939168309,150.4394781755,N,-21%,27%
42195,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/31/NVlogo-Whistle-positive-X2_XoYlNQd_reoriented.gcode,4127,2289.39,2420.4167,8.3253060298,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
36201,"1,5 by 0,5 by 8in bar.STL",gcode/2016/07/08/15_by_05_by_8in_bar_reoriented.gcode,8601,4635.72,6100.0938,9.0596337546,8.4415468057,8.7160594271,67,69,497022.4,11.13,153.44,143.86,180.22,37690,0.08,0.19,9.2365753724,0.3692275877,0.0004461227,8.9978738168,9.475276928,134.7645598269,217.2247139179,171.0970278955,N,-21%,27%
53431,PP0018-RevC_Spool-Mount-Base.stl,gcode/2016/11/28/PP0018-RevC_Spool-Mount-Base_reoriented.gcode,5750,3414.25,3884.328,8.6569551338,8.1357131286,8.2647052749,87,88,243625.8,6.76,115.94,109.67,124.35,70052,0.05,0.29,8.8026264601,0.0244255795,2.9512436815016E-05,8.5639745607,9.0412783596,87.3244068711,140.7427558297,110.8615247696,N,-21%,27%
42942,adapter stand.STL,gcode/2016/09/12/adapter_stand_reoriented.gcode,26610,10920.63,15225.575,10.189042364,9.2984089399,9.6307318587,677,678,1399969.2,6.06,158.61,143.67,187.21,336103,0.04,0.2,10.1159759602,2.3174381911,0.0028000666,9.87699403,10.3549578904,324.6181172995,523.5399434801,412.2505922174,N,-21%,27%
43296,PP0044-RevD_Camera-Mount.stl,gcode/2016/09/18/PP0044-RevD_Camera-Mount_reoriented.gcode,15044,6492.74,8335.455,9.6187345196,8.7784399086,9.0282733828,720,721,724216.2,7.35,143.13,122.35,166.25,214934,0.05,0.2,9.5367496497,0.8461331438,0.0010223484,9.2979794304,9.7755198691,181.9323415355,293.2939378094,230.9970841025,N,-21%,27%
34722,josue_casa.stl,gcode/2016/06/21/josue_casa_reoriented.gcode,5189,2637.19,3227.8813,8.5542962794,7.8774692353,8.0795812567,125,127,223251.77,7.08,116.74,78.56,153.94,51953,0.05,0.28,8.6246412441,0.0008315823,1.00476710998922E-06,8.3859927428,8.8632897453,73.0868295804,117.7949243219,92.7860849446,N,-21%,27%
42002,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/29/NVlogo-Whistle-positive-X2_fF7NCdK_reoriented_3mZbmzo.gcode,4124,2289.39,2420.4167,8.3245788451,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
55693,PP0070-Rev01_Foam-Mount-A.stl,gcode/2016/12/10/PP0070-Rev01_Foam-Mount-A_reoriented.gcode,43695,16508.6,22396.557,10.6849889581,9.7116367362,10.0166625207,1004,1005,1980654.1,6.1,145.3,128.65,174.35,890143,0.04,0.2,10.4870242604,3.6413955296,0.0043997505,10.2478519818,10.726196539,470.3642617924,758.8863098481,597.4554367617,N,-21%,27%
53381,madison_rook.stl,gcode/2016/11/28/madison_rook_reoriented.gcode,5273,3398.53,3730.2761,8.5703547395,8.1310982642,8.2242375313,327,329,206968.27,7.1,118.8,51.1,152.19,94606,0.05,0.2,8.7637192446,0.0134140654,1.62076710915493E-05,8.5250689311,9.0023695581,83.9922362446,135.3717903663,106.6310433096,N,-21%,27%
56633,CutePudgy Owl.stl,gcode/2016/12/15/CutePudgy_Owl_VHhBlQm_reoriented.gcode,16043,6511.83,8946.697,9.6830278964,8.7813758017,9.0990396929,454,455,851875.8,6.2,164.05,152.45,174.06,332656,0.04,0.18,9.6047870504,0.9813304968,0.0011857018,9.3659973692,9.8435767316,194.7375602035,313.9495076563,247.260512715,N,-21%,27%
43689,NVlogo-Whistle-positive-X2.stl,gcode/2016/09/20/NVlogo-Whistle-positive-X2_reoriented.gcode,4132,2289.39,2420.4167,8.3265168302,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
53762,madison defelice snowflake 1 (1).stl,gcode/2016/11/30/madison_defelice_snowflake_1_1_reoriented.gcode,2640,1554.73,1693.7522,7.8785341961,7.3490571761,7.4347015835,22,24,97302.35,9.14,99.56,71.59,137.75,43992,0.06,0.25,8.0046295939,0.4538943822,0.0005484222,7.7659158468,8.243343341,39.3136302533,63.3705206165,49.9131767821,N,-21%,27%
37289,PP0055-RevA_Case-Cable-Mount-PRINT.stl,gcode/2016/07/15/PP0055-RevA_Case-Cable-Mount-PRINT_SQPeKpT_reoriented.gcode,4371,2439.48,2740.8904,8.3827470949,7.7995401808,7.9160381101,71,72,178302.58,6.08,117.53,97.54,153.64,36220,0.04,0.28,8.4674046921,0.0370101855,4.4717905655911E-05,8.2287509802,8.7060584041,62.4525093775,100.6565112398,79.2858859578,N,-21%,27%
42182,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/31/NVlogo-Whistle-positive-X2_XoYlNQd_reoriented.gcode,4131,2289.39,2420.4167,8.3262747874,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
42213,NVlogo-Whistle-positive-X2.stl,gcode/2016/08/31/NVlogo-Whistle-positive-X2_kOtRudN_reoriented.gcode,4139,2289.39,2420.4167,8.3282094917,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
38432,benjamin_naval_fleet (5).stl,gcode/2016/07/21/benjamin_naval_fleet_5_reoriented.gcode,19131,9701.43,11878.604,9.859065335,9.1800285763,9.3824940776,248,249,794667.75,4.14,113.77,97.01,146.13,222510,0.03,0.19,9.877310791,1.6232687691,0.0019613298,9.6384287237,10.1161928584,255.7202724992,412.3400183054,324.7209599693,N,-21%,27%
52785,Cool Lahdi (6).stl,gcode/2016/11/24/Cool_Lahdi_6_reoriented_FHBjPqA.gcode,2382,1264.08,1400.8958,7.7756957499,7.1420998638,7.2448671681,64,65,87313.09,4.08,110.9,71.91,147.64,26865,0.03,0.28,7.8221156242,0.7457207729,0.0009010242,7.5833598603,8.060871388,32.7536792113,52.8008255388,41.5863114713,N,-21%,27%
52642,fantabulous_jofo-allis.stl,gcode/2016/11/22/fantabulous_jofo-allis_reoriented.gcode,17193,7679.51,9971.57,9.7522576032,8.946311022,9.207493323,284,286,791616.75,7.89,129.76,106.99,159.5,246177,0.06,0.17,9.7090584625,1.2079656319,0.0014595359,9.4702361605,9.9478807645,216.1324897814,348.4644450853,274.4348522265,N,-21%,27%
47753,Handle.STL,gcode/2016/10/19/Handle_kWsa03N_reoriented.gcode,25311,12977.2,17748.016,10.1389943628,9.4709492505,9.784029014,438,439,1536688.8,6.18,147.8,138.52,156.03,383523,0.04,0.19,10.2633616295,2.8076708468,0.0033923948,10.0243091997,10.5024140592,376.1412122922,606.7212725311,477.7163122328,N,-21%,27%
43839,NVlogo-Whistle-positive-X2.stl,gcode/2016/09/20/NVlogo-Whistle-positive-X2_zZobmyp_reoriented.gcode,4119,2289.39,2420.4167,8.3233656944,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
35057,3 inch straws.STL,gcode/2016/06/24/3_inch_straws_Etum2mJ_reoriented.gcode,6095,2910.27,3620.1584,8.7152240419,7.9760011394,8.1942730608,39,41,266422.72,9.14,119.5,101.94,156.72,63634,0.06,0.18,8.734910272,0.0073710185,8.90610264912361E-06,8.4962608289,8.9735597151,81.6070998923,131.5273944631,103.6029402021,N,-21%,27%
42377,Pilot Arc Guard.STL,gcode/2016/09/02/Pilot_Arc_Guard_reoriented_UDH4T59.gcode,16095,6676.47,9739.839,9.6862639437,8.8063446837,9.1839798667,244,245,1018992.75,6.02,179.43,190.53,156.36,175185,0.04,0.16,9.6864517385,1.1568324154,0.0013977537,9.4476367959,9.925266681,211.3028122307,340.6726749402,268.300380665,N,-21%,27%
50518,Golf Kit(Golf Tee.STL),gcode/2016/11/11/Golf_Tee_reoriented.gcode,2685,1515.33,1606.6398,7.8954360069,7.323388516,7.3819001962,322,324,135605.58,9.09,153.78,46.19,174.06,56940,0.06,0.2,7.9538643479,0.5278287364,0.000637754,7.7151399551,8.1925887407,37.3672776712,60.2344337775,47.4425632985,N,-21%,27%
47730,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/19/NVlogo-Whistle-positive-X2_e801SQa_reoriented_Tr0iOQ9.gcode,4117,2289.39,2420.4167,8.3228800218,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
46048,NVlogo-Whistle-positive-X2.stl,gcode/2016/10/06/NVlogo-Whistle-positive-X2_BmM5J10_reoriented.gcode,4134,2289.39,2420.4167,8.3270007402,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
37282,PP0055-RevA_Case-Cable-Mount-PRINT.stl,gcode/2016/07/15/PP0055-RevA_Case-Cable-Mount-PRINT_SQPeKpT_reoriented.gcode,4373,2439.48,2740.8904,8.3832045514,7.7995401808,7.9160381101,71,72,178302.58,6.08,117.53,97.54,153.64,36220,0.04,0.28,8.4674046921,0.0370101855,4.4717905655911E-05,8.2287509802,8.7060584041,62.4525093775,100.6565112398,79.2858859578,N,-21%,27%
37767,NVlogo-Whistle-positive-X2.stl,gcode/2016/07/18/NVlogo-Whistle-positive-X2_Rm3CwHR_reoriented.gcode,4129,2289.39,2420.4167,8.3257905259,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
56563,P.stl,gcode/2016/12/15/P_reoriented.gcode,7907,2639.11,3329.26,8.9755037221,7.8781970181,8.1105053361,78,79,269647.5,6.15,143.54,129.19,161.58,221503,0.04,0.18,8.6543728207,4.35519872774074E-06,5.26220993841806E-09,8.4157244387,8.8930212028,75.2924509251,121.3497219161,95.5861809162,Y,-21%,27%
43974,NVlogo-Whistle-positive-X2.stl,gcode/2016/09/20/NVlogo-Whistle-positive-X2_3csxnZb_reoriented.gcode,4128,2289.39,2420.4167,8.3255483072,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
52904,Cool Lahdi (6).stl,gcode/2016/11/24/Cool_Lahdi_6_reoriented_EzL1YXO.gcode,2548,1317.63,1347.4105,7.8430640167,7.1835899473,7.2059398813,64,65,79193.65,6.08,116.12,73.65,151.06,24286,0.04,0.28,7.7846894618,0.8144675215,0.0009840881,7.545923801,8.0234551226,31.5501782511,50.8617191181,40.0586607906,N,-21%,27%
39155,bucket handle.stl,gcode/2016/07/29/3D-printable_sand_play_set_Bucket_Handle_By_CT3D.xyz__reoriented.gcode,2986,1859.61,2115.3313,8.0016899781,7.5281220673,7.6569667222,48,50,130827.52,9.28,103.4,74.31,125.42,34133,0.07,0.17,8.2183236847,0.2038086397,0.0002462537,7.9796459504,8.457001419,48.6816123101,78.4653288681,61.8046820212,N,-21%,27%
54384,PAE1-2(PAE1-2_Z 30-20.stl),gcode/2016/12/02/PAE1_Z_30-20_nJrrofB_reoriented.gcode,4264,2364.11,2603.3928,8.3579629658,7.7681569087,7.8645707964,107,108,171039.94,6.02,123.34,90.1,148.9,18251,0.04,0.28,8.4179220748,0.0594616659,7.18451185747565E-05,8.1792651292,8.6565790204,59.4372162889,95.797295911,75.4580982861,N,-21%,27%
46388,smashing_fulffy-2.stl,gcode/2016/10/12/smashing_fulffy-2_cRVfcia_reoriented_OXhqDFO.gcode,2540,1140.16,1283.2195,7.83991936,7.0389238824,7.1571274334,35,37,90341.24,11.11,137.55,119.11,158.44,22728,0.08,0.19,7.7377593326,0.9049545503,0.0010934199,7.4989806457,7.9765380196,30.103338627,48.5305480983,38.222133943,N,-21%,27%
44597,FingerCast.stl,gcode/2016/09/26/FingerCast_reoriented.gcode,2458,1374.14,1448.6176,7.8071032901,7.2255833599,7.2783650013,179,180,99858.13,6.14,140.77,48.38,163.27,42286,0.04,0.29,7.854321705,0.6889886857,0.0008324771,7.6155741087,8.0930693012,33.8259935378,54.5285675172,42.9474443065,N,-21%,27%
40910,PP0049-RevA_Purge-Collector.stl,gcode/2016/08/12/PP0049-RevA_Purge-Collector_reoriented.gcode,27574,10622.93,13950.251,10.2246285787,9.2707701513,9.5432527799,826,827,1320803.4,6.09,150.01,134.57,177.41,295690,0.04,0.2,10.0318702731,2.0587496267,0.0024875037,9.7929255529,10.2708149934,298.4436060837,481.2902080029,378.9960227353,N,-21%,27%
49542,NVlogo-Whistle-positive-X2.stl,gcode/2016/11/02/NVlogo-Whistle-positive-X2_reoriented_YFSUyhK.gcode,4280,2289.39,2420.4167,8.3617082886,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
55840,HeaterMold (1).stl,gcode/2016/12/12/HeaterMold_1_reoriented.gcode,16234,9032.68,11700.093,9.6948630873,9.1086043909,9.3673520695,276,277,868573.75,4.75,119.59,110.37,124.07,149962,0.03,0.16,9.8627526931,1.5849139218,0.0019149872,9.6238761447,10.1016292415,252.0258300613,406.3783731873,320.0278844436,N,-21%,27%
36241,full water adder v0.stl,gcode/2016/07/10/full_water_adder_v0_reoriented.gcode,116883,42076.31,59156.355,11.6689287134,10.6472401535,10.9879393024,705,706,4945721.5,4.03,133.24,121.63,144.73,3428142,0.03,0.16,11.4208464062,8.2916404844,0.0100184528,11.1810067485,11.6606860638,1195.9094085358,1932.0589014855,1520.0550707563,Y,-21%,27%
49472,NVlogo-Whistle-positive-X2.stl,gcode/2016/11/02/NVlogo-Whistle-positive-X2_reoriented_uDAbWqO.gcode,4124,2289.39,2420.4167,8.3245788451,7.7360406855,7.7916949944,63,64,140978.98,6.04,107.68,81.34,143.58,48579,0.04,0.28,8.3478565291,0.1003137313,0.000121205,8.1091936998,8.5865193583,55.4149347416,89.3154777626,70.3520530733,N,-21%,27%
40469,portal_bookstandv2-Stand.stl,gcode/2016/08/09/portal_bookstandv2-Stand_VLm4xeP_reoriented.gcode,24660,15109.19,16840.336,10.1129377767,9.6230584469,9.7315322401,745,746,1188967.1,4.38,111.99,80.79,156.41,128487,0.03,0.16,10.2128892502,2.6344984575,0.0031831576,9.9738617217,10.4519167788,357.6365186222,576.844202202,454.2032059144,N,-21%,27%
52742,Cool Lahdi (6).stl,gcode/2016/11/24/Cool_Lahdi_6_reoriented_FHBjPqA.gcode,2429,1264.08,1400.8958,7.795234929,7.1420998638,7.2448671681,64,65,87313.09,4.08,110.9,71.91,147.64,26865,0.03,0.28,7.8221156242,0.7457207729,0.0009010242,7.5833598603,8.060871388,32.7536792113,52.8008255388,41.5863114713,N,-21%,27%
39204,stem_isaiah.stl,gcode/2016/07/29/stem_isaiah_reoriented.gcode,5792,3105.39,3570.6658,8.6642329341,8.0408945903,8.180507356,164,165,245875.9,4.11,122.01,86.4,156.77,69029,0.03,0.18,8.721675404,0.005196814,6.27909953341908E-06,8.4830262741,8.9603245339,80.5341817118,129.7980747471,102.2408027038,N,-21%,27%
